case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0627,ORD-000627,missing_record,,35909.67,INR,,0,35909.67,dev,Order recorded but no corresponding settlement received (pending or lost).
C0177,ORD-000177,exact_match,TXN-0000177,35572.48,INR,2026-07-21,35572.48,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0983,ORD-000958,other_conflicting,TXN-0001250,32851.95,INR,2026-06-11,32851.95,0.0,validation,Settlement reference 'ORD-000987' is corrupted and does not cleanly normalize to 'ORD-000958' or any other real order.
C0711,,missing_record,TXN-0000656,,,2026-07-17,14930.56,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0645,ORD-000645,missing_record,,32360.4,INR,,0,32360.4,dev,Order recorded but no corresponding settlement received (pending or lost).
C0919,ORD-000894,multiple_possible_matches,TXN-0001150,1901.12,INR,2026-08-09,1901.12,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001150 is correct. Decoys: TXN-0001151. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0825,ORD-000800,partial_settlement,TXN-0000894;TXN-0000895,8534.15,INR,2026-06-13,8534.15,0.0,dev,Order was settled in two parts (TXN-0000894 + TXN-0000895) summing exactly to the order amount.
C0725,ORD-000700,duplicate_record,TXN-0000674,4893.1,INR,2026-06-02,4893.1,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0644,ORD-000644,missing_record,,11796.07,INR,,0,11796.07,dev,Order recorded but no corresponding settlement received (pending or lost).
C0832,ORD-000807,partial_settlement,TXN-0000908;TXN-0000909,13727.13,INR,2026-07-07,13727.13,0.0,validation,Order was settled in two parts (TXN-0000908 + TXN-0000909) summing exactly to the order amount.
C0282,ORD-000282,exact_match,TXN-0000282,10534.01,INR,2026-08-29,10534.01,0.0,dev,"Amount, date, and reference all agree exactly."
C0695,ORD-000695,missing_record,,41048.88,INR,,0,41048.88,dev,Order recorded but no corresponding settlement received (pending or lost).
C0826,ORD-000801,partial_settlement,TXN-0000896;TXN-0000897,41248.31,INR,2026-07-21,41248.31,0.0,dev,Order was settled in two parts (TXN-0000896 + TXN-0000897) summing exactly to the order amount.
C0227,ORD-000227,exact_match,TXN-0000227,13061.49,INR,2026-08-02,13061.49,0.0,dev,"Amount, date, and reference all agree exactly."
C0706,,missing_record,TXN-0000651,,,2026-06-18,4116.26,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0356,ORD-000356,exact_match,TXN-0000356,39255.71,INR,2026-07-19,39255.71,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0303,ORD-000303,exact_match,TXN-0000303,26331.7,INR,2026-08-29,26331.7,0.0,dev,"Amount, date, and reference all agree exactly."
C0112,ORD-000112,exact_match,TXN-0000112,4613.43,INR,2026-08-26,4613.43,0.0,dev,"Amount, date, and reference all agree exactly."
C0333,ORD-000333,exact_match,TXN-0000333,22326.6,INR,2026-06-26,22326.6,0.0,dev,"Amount, date, and reference all agree exactly."
C0583,ORD-000583,date_issue,TXN-0000603,4625.61,INR,2026-08-05,4625.61,0.0,dev,"Genuine settlement (TXN-0000603) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0909,ORD-000884,multiple_possible_matches,TXN-0001114,5268.58,INR,2026-08-12,5268.58,0.0,dev,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001114 is correct. Decoys: TXN-0001115,TXN-0001116,TXN-0001117,TXN-0001118. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0235,ORD-000235,exact_match,TXN-0000235,11453.62,INR,2026-06-14,11453.62,0.0,dev,"Amount, date, and reference all agree exactly."
C0074,ORD-000074,exact_match,TXN-0000074,14818.13,INR,2026-08-29,14818.13,0.0,dev,"Amount, date, and reference all agree exactly."
C0853,ORD-000828,partial_settlement,TXN-0000950;TXN-0000951,17328.08,INR,2026-06-09,9280.54,8047.54,test_holdout,Partial settlement with an unexplained shortfall: TXN-0000950 + TXN-0000951 total ₹9280.54 against an order of ₹17328.08 (short by ₹8047.54). Ranked partial_settlement ahead of amount_issue per category precedence.
C0050,ORD-000050,exact_match,TXN-0000050,24564.22,INR,2026-07-04,24564.22,0.0,validation,"Amount, date, and reference all agree exactly."
C0674,ORD-000674,missing_record,,11680.25,INR,,0,11680.25,dev,Order recorded but no corresponding settlement received (pending or lost).
C0698,,missing_record,TXN-0000643,,,2026-08-22,17191.86,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0845,ORD-000820,partial_settlement,TXN-0000934;TXN-0000935,31125.1,INR,2026-06-22,19102.17,12022.93,dev,Partial settlement with an unexplained shortfall: TXN-0000934 + TXN-0000935 total ₹19102.17 against an order of ₹31125.10 (short by ₹12022.93). Ranked partial_settlement ahead of amount_issue per category precedence.
C0043,ORD-000043,exact_match,TXN-0000043,15063.4,INR,2026-08-21,15063.4,0.0,dev,"Amount, date, and reference all agree exactly."
C0881,ORD-000856,multiple_possible_matches,TXN-0001019,7250.68,INR,2026-06-30,7250.68,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001019 is correct. Decoys: TXN-0001020,TXN-0001021,TXN-0001022. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0181,ORD-000181,exact_match,TXN-0000181,3053.28,INR,2026-07-23,3053.28,0.0,dev,"Amount, date, and reference all agree exactly."
C0061,ORD-000061,exact_match,TXN-0000061,41536.87,INR,2026-07-05,41536.87,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0882,ORD-000857,multiple_possible_matches,TXN-0001023,767.53,INR,2026-06-18,767.53,0.0,test_holdout,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001023 is correct. Decoys: TXN-0001024,TXN-0001025,TXN-0001026,TXN-0001027. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0351,ORD-000351,exact_match,TXN-0000351,34504.38,INR,2026-08-18,34504.38,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0926,ORD-000901,multiple_possible_matches,TXN-0001169,7232.63,INR,2026-08-11,7232.63,0.0,test_holdout,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001169 is correct. Decoys: TXN-0001170,TXN-0001171,TXN-0001172. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0386,ORD-000386,exact_match,TXN-0000386,26449.52,INR,2026-07-04,26449.52,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0424,ORD-000424,amount_issue,TXN-0000424,20172.78,INR,2026-08-03,20170.45,2.33,dev,Gross settlement amount differs from order amount by a small variance (₹2.33).
C0563,ORD-000563,date_issue,TXN-0000583,44437.68,INR,2026-07-15,44437.68,0.0,validation,"Genuine settlement (TXN-0000583) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0451,ORD-000451,amount_issue,TXN-0000451,26424.68,INR,2026-08-11,26421.05,3.63,dev,Gross settlement amount differs from order amount by a small variance (₹3.63).
C0994,ORD-000969,other_conflicting,TXN-0001261,4586.17,INR,2026-07-18,-3603.31,8189.48,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0710,,missing_record,TXN-0000655,,,2026-07-15,7863.31,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0206,ORD-000206,exact_match,TXN-0000206,5979.38,INR,2026-06-21,5979.38,0.0,dev,"Amount, date, and reference all agree exactly."
C0017,ORD-000017,exact_match,TXN-0000017,39933.76,INR,2026-07-20,39933.76,0.0,dev,"Reference id formatted differently ('ord-000017' vs 'ORD-000017') — requires normalization, but amount/date/identity agree: true match."
C0661,ORD-000661,missing_record,,18165.24,INR,,0,18165.24,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0420,ORD-000420,amount_issue,TXN-0000420,4201.3,INR,2026-08-04,4194.26,7.04,dev,Gross settlement amount differs from order amount by a small variance (₹7.04).
C0582,ORD-000582,date_issue,TXN-0000602,42351.16,INR,2026-08-14,42351.16,0.0,dev,"Genuine settlement (TXN-0000602) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0992,ORD-000967,other_conflicting,TXN-0001259,5520.16,INR,2026-08-27,-2564.83,8084.99,test_holdout,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0637,ORD-000637,missing_record,,29851.37,INR,,0,29851.37,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0745,ORD-000720,duplicate_record,TXN-0000714,10763.39,INR,2026-08-11,10763.39,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0544,ORD-000544,date_issue,TXN-0000564,31227.42,INR,2026-06-20,31227.42,0.0,dev,"Genuine settlement (TXN-0000564) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0477,ORD-000477,amount_issue,TXN-0000477,37188.26,INR,2026-07-25,49194.39,-12006.13,test_holdout,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹12006.13).
C0478,ORD-000478,amount_issue,TXN-0000478,1715.97,INR,2026-07-26,1992.35,-276.38,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹276.38).
C0700,,missing_record,TXN-0000645,,,2026-07-26,32811.54,,test_holdout,Settlement received with no matching order in the ledger (orphan credit).
C0113,ORD-000113,exact_match,TXN-0000113,12956.63,INR,2026-08-06,12956.63,0.0,dev,"Amount, date, and reference all agree exactly."
C0628,ORD-000628,missing_record,,34477.68,INR,,0,34477.68,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0555,ORD-000555,date_issue,TXN-0000575,33318.01,INR,2026-07-20,33318.01,0.0,dev,"Genuine settlement (TXN-0000575) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0662,ORD-000662,missing_record,,14957.3,INR,,0,14957.3,dev,Order recorded but no corresponding settlement received (pending or lost).
C0156,ORD-000156,exact_match,TXN-0000156,30763.12,INR,2026-07-17,30763.12,0.0,dev,"Amount, date, and reference all agree exactly."
C0233,ORD-000233,exact_match,TXN-0000233,35676.77,INR,2026-06-22,35676.77,0.0,dev,"Amount, date, and reference all agree exactly."
C0127,ORD-000127,exact_match,TXN-0000127,35363.65,INR,2026-07-19,35363.65,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0173,ORD-000173,exact_match,TXN-0000173,12363.31,INR,2026-07-17,12363.31,0.0,dev,"Amount, date, and reference all agree exactly."
C0929,ORD-000904,multiple_possible_matches,TXN-0001181,1768.93,INR,2026-06-10,1768.93,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001181 is correct. Decoys: TXN-0001182. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0842,ORD-000817,partial_settlement,TXN-0000928;TXN-0000929,5615.31,INR,2026-08-10,3169.54,2445.77,validation,Partial settlement with an unexplained shortfall: TXN-0000928 + TXN-0000929 total ₹3169.54 against an order of ₹5615.31 (short by ₹2445.77). Ranked partial_settlement ahead of amount_issue per category precedence.
C0065,ORD-000065,exact_match,TXN-0000065,43544.38,INR,2026-06-19,43544.38,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0194,ORD-000194,exact_match,TXN-0000194,27196.44,INR,2026-07-30,27196.44,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0699,,missing_record,TXN-0000644,,,2026-06-12,24625.53,,test_holdout,Settlement received with no matching order in the ledger (orphan credit).
C0192,ORD-000192,exact_match,TXN-0000192,39478.17,INR,2026-06-06,39478.17,0.0,dev,"Amount, date, and reference all agree exactly."
C0960,ORD-000935,other_conflicting,TXN-0001237,4063.89,INR,2026-06-01,4063.89,0.0,test_holdout,Order marked 'refunded' in the ledger but the gateway shows it as successfully settled.
C0827,ORD-000802,partial_settlement,TXN-0000898;TXN-0000899,25338.83,INR,2026-08-04,25338.83,0.0,dev,Order was settled in two parts (TXN-0000898 + TXN-0000899) summing exactly to the order amount.
C0890,ORD-000865,multiple_possible_matches,TXN-0001046,2472.13,INR,2026-07-13,2472.13,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001046 is correct. Decoys: TXN-0001047. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0887,ORD-000862,multiple_possible_matches,TXN-0001038,1143.35,INR,2026-07-02,1143.35,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001038 is correct. Decoys: TXN-0001039. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0586,ORD-000586,date_issue,TXN-0000606,11771.22,INR,2026-07-02,11771.22,0.0,test_holdout,"Genuine settlement (TXN-0000606) is dated +8 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0214,ORD-000214,exact_match,TXN-0000214,2020.81,INR,2026-06-28,2020.81,0.0,dev,"Amount, date, and reference all agree exactly."
C0379,ORD-000379,exact_match,TXN-0000379,36365.54,INR,2026-06-30,36365.54,0.0,validation,"Amount, date, and reference all agree exactly."
C0205,ORD-000205,exact_match,TXN-0000205,36943.53,INR,2026-06-15,36943.53,0.0,dev,"Amount, date, and reference all agree exactly."
C0219,ORD-000219,exact_match,TXN-0000219,16630.13,INR,2026-08-24,16630.13,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0716,,missing_record,TXN-0000661,,,2026-08-13,6068.83,,test_holdout,Settlement received with no matching order in the ledger (orphan credit).
C0668,ORD-000668,missing_record,,6676.77,INR,,0,6676.77,dev,Order recorded but no corresponding settlement received (pending or lost).
C0088,ORD-000088,exact_match,TXN-0000088,3939.15,INR,2026-06-09,3939.15,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0193,ORD-000193,exact_match,TXN-0000193,8858.15,INR,2026-08-14,8858.15,0.0,dev,"Amount, date, and reference all agree exactly."
C0170,ORD-000170,exact_match,TXN-0000170,1508.15,INR,2026-07-31,1508.15,0.0,dev,"Amount, date, and reference all agree exactly."
C0047,ORD-000047,exact_match,TXN-0000047,788.8,INR,2026-06-03,788.8,0.0,dev,"Amount, date, and reference all agree exactly."
C0974,ORD-000949,other_conflicting,,30801.72,INR,,0,30801.72,validation,"Settlement TXN-0001244 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000948), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
